id,Q,A
82645,진짜 군대라는 게 사람을 지키려고 하는 거면서도 사람을 죽이는 법을 배우는 곳이고 안에서 사람 때문에 괴롭고 진짜 아이러니한 듯,맞아 여대 이런 곳도 군대 뺨치는 군기 있던데 다들 왜 그러는 거여1 : 학생들이 공부를 해야지 뭔 군기여 군대도 안 가면서
82646,진짜 군대라는 게 사람을 지키려고 하는 거면서도 사람을 죽이는 법을 배우는 곳이고 안에서 사람 때문에 괴롭고 진짜 아이러니한 듯,그러니까 나 이번에 컴터 오면 혼자 엑셀 같은 거라도 해보게
82669,아웅 나는 언제 결혼해서 애기 낳고 사나 육아가 힘들다지만 난 내 새끼 낳고 싶은뎀,나는 강아지 키우시는 분들도 대단한데 육아는 절대 못 혀
82691,모르게땀 근데 재밌어 보임 아무튼,근데 그거 생각보다 엄청 힘들대
82692,운동은 힘들라고 하는 거 아니겠누,근데 취미면서 나중에 위급 상황이나 재난 때 괜찮을 거 같기도...?1 : 마쟝 내 목표는 심즈 캐릭터들보다 잘 뛰는 거야. 체력 바닥
82693,운동은 힘들라고 하는 거 아니겠누,나는 쿠키런 캐릭터로 할래 ㅎ
82743,그림자처럼 살아가라 이런 건가... 인권 그것은 도대체 무엇,중국도 탄압 심하고 다들 왜 그러는 겨1 : 진짜 예전에 아프칸 여자들 미니스커트 입고 미용 되게 신경 쓰고 꾸미고 다녔던데 안타까움
82745,그림자처럼 살아가라 이런 건가... 인권 그것은 도대체 무엇,슬프다 꾸미는 게 얼마나 재밌는데
82752,근디 지금 하기에는 너무 나이 많이 먹었다든디 ㅠㅠ,충분히 가능 근데 아프지
82780,무도 하면서 좋기도 많이 좋았는데 그만큼 관심이나 악플도 많아서 공황장애같은 게 너무 심하게 왔어서 힘들대,헐랭 ㅠ 악플은 왜 다는 거야 ㄹㅇ
82782,그런 심적 고통을 느끼면서 예능에 나와서 웃음을 준다는 게,난 자학 개그 하는 사람들 멘탈이 젤 대단
82785,그래서 악역으로 나왔다가 연기 잘 한 사람들은 계속 그런 연기만 들어와서 힘들어하기도 한다던디,그래서 이미지 변신할라고 완전 다른 거 하더라
82826,와 진짜 농사는 너무 힘들 듯,5시부터 오후 4시까지 오이 딴다...
82828,진짜 세상에 쉬운 일 없다지만 농사는 진짜 진짜 안 쉬운 것 같아,몸이 진짜 힘들지...
82832,회사생활 마냥 정해진 급여가 따박따박 들어오는 것도 아니고 그렇다고 장사하는 것보다도 몸도 엄청 힘들고,그래도 돈 들어 올 때는 어마어마하지 ㅋ
82840,복무 기간이 얼마야 으 힘들겠다,그렇지만 사병은 월급이 크흠... 처참하지
82841,복무 기간이 얼마야 으 힘들겠다,지금은 많이 오르긴 했드라
82853,키키 하긴 사회에서도 자격증 딴다고 이것저것 배우고 공부하고 하다 지치는데 군 생활 하면서는 진짜 힘들겠다,뭔가를 병행한다는 건 진짜 대단한 거야
82854,키키 하긴 사회에서도 자격증 딴다고 이것저것 배우고 공부하고 하다 지치는데 군 생활 하면서는 진짜 힘들겠다,보통 의지로 되는 것도 아니고 너두 지금 일하고 와서 자격증 공부 하니깐 알 거 아냐 쉽지 않은 거 키키
82872,나는 멀었어,요즘 세상엔 여자가 손주 데리고 오는 게 빠르지 남자가 손주 만들어서 데리고 오는 건 힘들어
82955,키키 근데 경락 마사지가 얼굴 비대칭 잡아주고 얼굴 형 다듬어주는 거에 효과는 엄청난데 짱 아프고 비싸대...,아픈 만큼 이뻐지는 거야 키키
82956,키키 근데 경락 마사지가 얼굴 비대칭 잡아주고 얼굴 형 다듬어주는 거에 효과는 엄청난데 짱 아프고 비싸대...,참아야 복이 오느니라1 : 아 퇴근한 지 2시간도 더 넘었는데 아직도 다리가 아프네
83084,나 아시는 분 있으니 소개해줄게 아버님이 좋아하시겠다~,하... 나는 3년 차인데도 힘들다 ㅠ
83085,언니는 육아 할 때  뭐가 제일 힘들어?,나는 애 안 잘 때?
83086,언니는 육아 할 때  뭐가 제일 힘들어?,어제 두 시간 넘게 재웠어...ㅠ
83087,나는 아이 짜증 날 때가 제일 힘들어,떼쓸 때도 힘들지... 진짜 멘탈 털린디 키키
83088,나는 아이 짜증 날 때가 제일 힘들어,아직 저녁도 안됐는데 당 떨어진다
83089,언니는 훈육은 어떻게 해?,애도 고집 세지니까 훈육도 힘들어 ㅜ 안된다고 알려줘도 말도 안 듣고... 맨날 고민 중 ㅠ
83107,응응 사람들도 반려동물들을 입양하는 책임 의식도 좀 커지면 좋겠다!,응. 근데 요새 좀 힘들어서 쉬엄쉬엄 가~ ㅠㅠ 키키
83112,마스크 쓰고 너무 힘들어서...ㅜㅜ,코로나 시국에 운동도 쉬게 되니 나날이 살만 찌고 있어. 하하
83124,나는 닌텐도부터 사야 해 ㅠㅠ 닌텐도도 요즘 구하기 힘들대,쉴 때 우리 집 와서 한번 해봐 ^^
83160,맞어 맞어 우리 바로 옆에 국가라서 크게 타격 받으니...,미얀마 사태나 아프간 상황만 봐도 ㅠㅠ
83162,맞어 맞어 이번에는 난민들을 우리나라에서 탈출시키는 걸 처음으로 성공해서 너무 뿌듯하더라구,거기 어린아이들도 있어서 너무 마음 아프더라 ㅠㅠ
83247,아 그럼 무조건 검수 해야 되네 개통 너무 많이 해도 힘들겠다,무조건이지 검수할 때도 진짜 꼼꼼히 봐야 돼1 : 나는 해군의 군복이 그렇게 이쁘더라?
83248,아 그럼 무조건 검수 해야 되네 개통 너무 많이 해도 힘들겠다,오 맞아 군복 중에 제일 눈에 띄고 멋진 거 같아!
83327,그 와중에 경찰은 불법 집회로 판단하고 집행을 막았다더라,경찰은 또 경찰 나름대로 힘들었겠다...
83338,그 정도로 정치가 힘들다는 거 아닐까?,그렇겠지? 정치하면 사람이 달라진다 그러던데?!
83378,캬 맞네 해운대 나 한 열 번은 본듯 키키,응 나도 볼 때마다 슬프더라 이민기 떨어질 때...ㅜ
83413,미국 보면 너무 넓어서 힘들어 키키,맞아요 길고 잘 뚫렸고 휴게소도! 진짜 잘 돼있는 편이더라구요
83414,미국 보면 너무 넓어서 힘들어 키키,중국 휴게소 갔는데 끔찍... 화장실 문은 없고 더럽고 ㅠ 뭐 사 먹을 곳도 없고
83433,회식 하고 온다고 하면 진짜 늦게 오고 너무 싫어 ㅜ,따돌림 ㅠㅠ... 군대는 혼자 있을 곳도 도피할 곳도 없어서... 얼마나 힘들었을지 ㅠ
83487,눈이 와도 나가야 하는 강아지 견주들 키키 넘 힘들어,맞아요 키키 비가 와도  태풍이 불어도 산책은 나가야 한다고 하더라구요1 : 오늘 유튜브에 성훈 수영하는 거 나오는데 현역 수영 선수인 유인영 선수랑 대결해서 성훈이 이겼어 대박이더라
83488,눈이 와도 나가야 하는 강아지 견주들 키키 넘 힘들어,"캬 성훈 수영 그만둔 지 꽤 됐는데, 그래도 몸이 기억하나 봐요 !"
83532,나 녹용이랑 삼부커스 유산균 이렇게 먹이고 있어 . 솟아나라 면역이여 키키,맞아요 ㅠㅠ 이럴 때 진짜 아프면 안됨 ㅠ1 : 오늘도 2000명 가까이 확진자 나왔다고 뉴스 면에 나오네 ㅜ
83580,전자상거래에서 사기 당하면 보상 받기도 힘들고 ㅜㅜ,맞아요 제대로 처벌 불가능한 게 참 ㅠㅠ 정보 다 빼가고
83627,근데 그렇다고 시내 주행만 할 수는 없잖아. 장거리 주행이나 장거리 여행 갈 땐?,음... 그땐 키로 수가 좀 적어서 힘들지 않을까...
83742,나 피 검사랑 소변 검사 등등?,아 피 뽑는 거 아프겠다 ㅜ
83765,너가 빨리 자면 되는 거잖아,아침에 일어나기 힘들어 ㅠㅠ
83767,아침에 일어나는 게 뭐가 힘들어 ㅡㅡ 내일 아침 9시 영화로 예매해 놓을게~,아니 나 못 일어난다구 ㅠㅠ
83796,그러니까 말이야... 나도 질주 본능이 있는지 알았는데... 키키,맞아 누나 운전면허 시험 보고 와서 질주 본능 있다 했었는데 키키1 : 누나 면접 끝났다! 아우 진짜 힘들다 힘들어…
83954,김해 분양가보다 0.5배 비싸네,서민들이 집 사기 점점 힘들어져 ㅜ
83983,그럼  뭐가 불편해? 막 괴롭혀?,막내 때는 사소한 거 하나까지 다 눈치 봐야 돼
84081,응응 그 와중에 처음으로 수도 카불 공항에서 외국인 200명이 아프간을 떠나도록 허용했대,우와 그래도 다행이네 잔인하진 않네
84106,그래서 나 지금 너무 너무 슬프고 우울해 ㅠㅠ,하하 괜찮아 ㅎ
84107,그래서 나 지금 너무 너무 슬프고 우울해 ㅠㅠ,로켓배송이었으면 환불 안 돼?
84143,아 돈가스 먹고 싶어 ㅠ,주택은 관리 힘들고 빌라는 나중에 잘 안 팔리니까
84159,넌 항상 버스 키키 아니니?,너무 슬프잖아 ㅠ
84210,나도 사실 그때 힘들었긴 했잖아 키키 집까지...,그치 은근 무거워 키키
84211,나도 사실 그때 힘들었긴 했잖아 키키 집까지...,그래도 그거에 밥도 먹었어 우리 키키
84214,응... 그래서 식당도 못 가는... 얼마 안 되니까,그치 그 얼마 못 가는 것도 슬프지 않니?
84259,오 뭔가 들어본 기억이 있는데... 갔던 건지 SNS에서 봤던 건지 키키,"진짜 나 갔을 때 물 안 떨어져서 얼마나 슬프던지,"
84351,누구랑 같이 보면 볼 수는 있을 거 같아,"아 그래? 나는 누구랑 같이 보는 것도 힘들더라 ㅠ 무서워,"
84395,군인들 훈련 받고 하면 얼마나 힘들 텐데... 김치랑 밥만 줬단다... ㅜㅜ,헐... 야 너무한다... 그냥 일 하는 나도 김치랑 밥만으로는 못 살어 ㅠㅠ
84397,엄청 힘들다는 훈련이였는데도 포상 휴가는 하루밖에 못 받았다면서... 제보했다 안카나...,ㅠㅠ 불쌍하다... 그 훈련도 다 하고 밥도 그거밖에 못 먹구
84450,난 못하겠더라 조작을 키키,아 키키 그거 키키 그거 안 그래도 사람들이 양손 다 엄청 쓰던데 ㅜ 조작이 힘들구만
84494,그니까 하하 로봇에 피부 이식하면 꼬집었을 때 고통도 느낄 수 있대 키키,우와... 키키 무섭다 근데 키키 다음엔 장기랑 다 해서 진짜 인조인간 나오겠다
84587,맞아 근데 얘네 상태가 넘 사람 기분을 좌지우지 시켜서 탈임,맞아 얘네 아프거나 우울해 하면 같이 우울하잖아 ㅠㅠ
84588,맞아 그래서 얘네가 나이 들수록 내 우울의 빈도도 높아져,맞아 ㅠㅠ 오래도록 같이 살면 참 좋은데 아냐 그냥 안 아프게만 살았음 좋겠어 ㅠㅠ
84600,키키 그니까 잘 먹는 애기가 최고,맞아 맞아 ***는 안 먹으니깐 더 힘들잖아 키키1 : 나 예전에 초딩 1학년 때 햄스터 샀다가 넘 무서워서 방생한 기억이 있어
84606,아니 아니 얘네가 닭이 됐어도 약한 닭이라 다른 애들이 괴롭혔댔어,헐 ㅠㅠ 불쌍해 나름 걔도 반려 병아리 아니였나 ㅠㅠ
84612,그치 잡아서 다 먹음 상관없지만 다들 재미로 많이 하니깐,그나저나 오늘 요가 힘들어
84669,키키 그건 인정이야 마치 김연아가 교정한 급이지,헐랭 이 나이에 무릎이라니 ㅠㅜ 늙으면 어떡해 더 아프는 거 아니야
84750,아? 키키 저도 뭐 딱히 제가 선생님들을 너무 괴롭혀서 키키,키키 선생님들이 덕분에 행복하셨겠어 키키
84761,키키 그래도 뭐 동생들도 알 거예요 언니의 사랑을 키키,언니가 맏이라서 힘들어 하는 게 보여?
84764,키키 막내도 힘들어요 ^^,키키 한 1년 동안 서로 역할 체인지 해볼 수 있으면 좋겠다 키키
84813,ㅜㅜ 저도 지금 드는 생각은 그때 빚내서라도 갈걸,키키 진짜 코로나도 생각 못 했지만 직장인 되면 더 가기 힘들다는 걸 몰랐어1 : 다음 주에 태풍 올 수도 있나 봐요
84848,아프긴 하겠지만 키키 그 고통이야 뭐 참아야죠 예뻐지려면,키키 아는 사람이 눈매 교정했는데 진짜 대박이더라고
84880,맞아요 키키 요즘 막장만 봤는데 이런 것도 너무 좋아요,키키 막장은 정말 키키 보는 게 힘들어 키키
84882,맞아요 키키 오늘 팬하 마지막 날!,응 키키 현생이 힘들어서 미디어로까지 감정 소모하고 싶지 않거든 키키
84883,키키 그래도 뭔가 다음 화가 기대되는,키키 막장이 한번 보면 끊기 힘들지 키키
84933,옛날에는 정말 억압된 분위기였어,ㅠㅠ 진짜... 아부지 때는 정말 힘들었을 것 같긴 해요
84945,그래 애들 머리 아프게 밤까지 공부 시키고,맞아... 그런 거 말고 사회에 나갔을 때 필요한 걸 배우는 게 좋을 것 같아요1 : 언니는 결혼하셨어?
84946,그래 애들 머리 아프게 밤까지 공부 시키고,아니요 아직이여 키키 생각은 있어 보이는데... 흠
84977,엄청 잘 뛰겠네,지금은 나이가 많아서 걷는 것도 힘들어 해요 키키
85021,그러니까 정말 우리 같은 사람들이 힘들지,맞아요 진짜... 다른 부분에서 돈을 모으지...1 : 미국은 2035년까지 태양광 발전 비중 늘린다고 하네
85022,그러니까 정말 우리 같은 사람들이 힘들지,오 키키 태양광 발전을 하는 건 좋지 않아요?
85069,정말 각자 일하면서 축구 연습하는 게 힘들 텐데,맞아여... 진짜 스케줄이 있을 텐데 ㅠㅠ
85103,옹 키키 그런데 지가 리드해서 힘들었나 봐 하루 종일 자네,렌트해서 차 운전을 **가 했어? 그래서 피곤한가 보네
85104,옹 키키 옆에 친구도 내비를 못 봐서 내처럼 더 힘들었나 봐,아 진짜 힘들었겠다 ㅠ 옆에서 내비라도 잘 봐줘야 하는데
85139,그러니까 동네에 있어서 그런가 사장 성격이 좀...,ㅠ 근데 나이 많으시면 어디 들어가기도 힘들 텐데
85207,이렇게 힘들 줄이야 키키,전화기 한 대로만 하지 말고 아빠 꺼도 있음 동시에 다 해봐
85229,키키 그러니까 진짜 빼기 너무 어려움 하 키키,키키 운동하면 건강해지고 몸이 좋아진다는 건 아는데 하기까지가 너무 힘들어 ㅠ
85286,근데 너무 힘들었어 집 오려면 대전역에서 또 서대전역 가서 기차 타야 해서 ㅠㅠ,그건 그랬을 거 같아
85287,근데 너무 힘들었어 집 오려면 대전역에서 또 서대전역 가서 기차 타야 해서 ㅠㅠ,번거롭고 귀찮았을 거야
85310,공부하기 힘들지 않았어?,왜 안 힘들었겠어
85311,공부하기 힘들지 않았어?,해야 되니깐 열심히 했지
85317,실습은 주로 어디서 했어?,처음엔 힘들었어
85328,우린 데칼코마니~ 엄마가 내 엄마여서 좋아,나도 니가 내 딸로 태어나줘서 고마워1 : 결혼하고 애 키우면서 힘들지 않았어?
85329,우린 데칼코마니~ 엄마가 내 엄마여서 좋아,힘들다기보다는 너한테 많이 미안했지
85333,다시 생각하면 좀 슬프네,맞아 그때가 너한테 제일 미안했던 거 같아
85387,맞아 1년 동안 지속적으로 그랬다는데 얼마나 힘들었을 거야 ㅜㅜ,그렇지 말도 못하고 맘고생이 엄청 심했을 거야
85388,온갖 협박이랑 괴롭힘으로 몸과 맘이 엄청 피폐해졌을 거야 ㅠㅠ,나쁜 놈 지 가족이라 생각했으면 그렇게 했을까?
85408,이 민감성 피부 힘들다 힘들어,젊어서 그런 거니까 힘들어도 조금만 참자1 : 난 보험 뭐 뭐 들어져 있어?
85409,이 민감성 피부 힘들다 힘들어,실비 암보험 건강보험 상해보험 등 필요한 건 다 들어 놓은 거 같은데
85414,아 정말 그동안 다 부담하느라 힘들었겠다,그래도 크게 아프지 않고 자라줘서 고맙지
85415,그니깐 난 정말 안 아프고 자란 거 같아 동생에 비하면 말야,넌 그래서 더 보험을 든든하게 넣었던 거 같아
85416,왜 키키 나중에 확 아플까 봐 그런 거야?,그렇지 그런 사람들이 나중에 크게 아프대서
